Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_1,avg_price_per_room,no_of_special_requests,booking_status
INN28488,2,0,2,1,1,0,2,223,2018,7,24,2,0,0,0,86.63,0,0
INN24377,2,0,0,3,2,0,1,55,2018,3,2,2,0,0,0,69.5,0,0
INN26067,2,0,1,0,1,0,4,120,2018,6,13,2,0,0,0,140.4,0,0
INN09144,2,2,0,2,1,0,6,204,2018,10,7,2,0,0,0,180.9,1,0
INN35106,2,0,0,2,1,0,1,81,2018,4,15,2,0,0,0,96.3,0,0
INN20306,2,0,3,5,1,0,1,86,2018,4,25,2,0,0,0,105.4,1,0
INN12305,1,0,0,2,1,0,1,103,2018,4,19,1,0,0,0,115,0,0
INN16383,2,0,2,0,3,0,1,386,2018,10,23,1,0,0,0,115,1,0
INN34499,2,0,0,3,2,0,1,45,2018,2,24,2,0,0,0,67.5,1,0
INN08930,2,0,0,5,1,0,1,205,2018,7,26,2,0,0,0,70.03,1,0
INN04749,2,0,0,2,3,0,1,346,2018,9,13,2,0,0,0,115,1,0
INN18343,2,0,1,3,1,0,1,290,2018,12,1,2,0,0,0,73.95,0,0
INN19401,2,0,0,2,2,0,1,65,2018,3,18,2,0,0,0,94.5,0,0
INN35152,2,0,1,2,1,0,1,155,2018,6,27,2,0,0,0,96.3,0,0
INN02711,2,0,6,13,2,0,1,64,2018,3,10,2,0,0,0,70.46,0,0
INN17432,2,0,0,3,1,0,4,178,2018,10,6,2,0,0,0,122.4,2,0
INN23596,2,0,2,3,1,0,1,188,2018,8,26,2,0,0,0,90.95,0,0
INN02261,3,0,1,4,1,0,4,57,2018,10,31,2,0,0,0,131.58,1,0
INN28002,2,0,0,3,1,0,1,279,2018,10,12,1,0,0,0,110,0,0
INN17241,2,0,1,0,2,0,1,49,2018,7,11,2,0,0,0,93.15,0,0
INN16659,2,0,2,1,3,0,1,220,2018,9,17,1,0,0,0,156,1,0
INN32218,2,0,1,2,3,0,1,418,2018,9,26,1,0,0,0,107,0,0
INN22743,1,0,0,3,1,0,1,113,2018,5,31,3,0,0,0,100,0,0
INN06089,2,0,2,3,1,0,1,272,2018,7,28,2,0,0,0,90.1,0,0
INN06911,3,0,1,1,1,0,4,168,2018,9,19,2,0,0,0,159.3,0,0
INN20612,2,0,0,2,2,0,1,142,2018,7,1,2,0,0,0,85.5,0,0
INN20864,2,0,1,3,1,0,1,322,2018,5,19,1,0,0,0,80,0,0
INN15049,2,0,0,3,1,0,1,222,2018,8,31,2,0,0,0,96.3,1,0
INN08363,1,0,0,1,1,0,1,21,2018,3,4,2,0,0,0,85,0,0
INN15119,2,0,1,3,2,0,1,29,2018,4,14,2,0,0,0,96.53,0,0
INN26637,2,0,1,2,1,0,1,0,2017,8,21,2,0,0,0,124,0,0
INN20044,2,0,0,2,3,0,1,320,2018,8,18,1,0,0,0,115,1,0
INN27875,2,0,0,2,2,0,1,180,2018,8,25,2,0,0,0,85.5,0,0
INN05323,2,0,0,2,1,0,4,44,2018,9,27,2,0,0,0,149.4,1,0
INN08745,2,0,2,1,1,0,4,81,2018,10,2,2,0,0,0,119.07,0,0
INN20462,2,0,0,1,1,0,1,221,2018,8,12,1,0,0,0,80,0,0
INN16111,2,0,1,2,1,0,1,111,2017,7,6,2,0,0,0,76.5,1,0
INN36213,2,0,1,2,1,0,1,101,2018,4,4,1,0,0,0,80,0,0
INN23545,2,0,2,1,1,0,1,179,2018,9,24,2,0,0,0,126.9,2,0
INN26517,2,0,2,5,2,0,1,162,2018,7,14,2,0,0,0,86.82,0,0
INN29687,2,0,2,2,1,0,1,167,2018,7,8,2,0,0,0,105.83,1,0
INN14432,2,0,0,5,3,0,1,230,2018,9,6,1,0,0,0,137,0,0
INN13348,2,0,0,3,1,0,4,63,2018,9,8,2,0,0,0,149.4,1,0
INN19633,1,0,1,1,1,0,1,155,2018,10,3,2,0,0,0,113.4,0,0
INN08738,2,0,0,5,1,0,1,230,2018,9,6,1,0,0,0,137,1,0
INN25104,1,0,1,2,1,0,4,18,2018,5,9,2,0,0,0,136,0,0
INN06215,2,0,0,3,1,0,1,183,2018,9,8,2,0,0,0,110,1,0
INN16163,2,0,0,2,3,0,1,320,2018,8,18,1,0,0,0,115,1,0
INN04665,2,0,2,3,2,0,1,15,2018,3,13,2,0,0,0,63.6,0,0
INN10461,1,0,0,3,1,0,1,166,2018,11,1,1,0,0,0,110,0,0
INN19277,2,0,0,4,3,0,1,323,2018,5,17,1,0,0,0,112,1,0
INN34115,2,0,0,2,3,0,1,320,2018,8,18,1,0,0,0,115,0,0
INN27034,2,0,1,4,1,0,1,88,2018,6,8,1,0,0,0,80.75,0,0
INN17255,2,0,0,4,1,0,1,270,2018,4,20,1,0,0,0,62.8,0,0
INN11542,2,0,0,2,3,0,1,256,2018,6,15,1,0,0,0,115,1,0
INN27271,2,0,2,2,2,0,1,164,2018,9,4,2,0,0,0,116.1,0,0
INN05305,2,0,1,1,1,0,1,275,2018,6,4,2,0,0,0,62.8,0,0
INN04676,2,0,0,2,2,0,1,63,2018,6,17,2,0,0,0,116.1,0,0
INN34575,2,0,1,3,1,0,4,15,2018,6,13,2,0,0,0,136,0,0
INN14155,2,0,0,2,1,0,1,211,2018,5,20,1,0,0,0,100,0,0
INN22677,2,0,0,4,1,0,1,202,2018,11,2,2,0,0,0,94.33,0,0
INN17125,2,0,0,3,1,0,4,110,2018,10,27,2,0,0,0,104.4,1,0
INN03146,2,0,2,2,1,0,1,54,2018,10,16,2,0,0,0,72,0,0
INN26518,3,0,2,2,1,0,4,99,2018,6,26,2,0,0,0,130.05,0,0
INN27188,2,0,1,3,1,0,1,92,2018,4,25,2,0,0,0,90.95,0,0
INN05533,1,0,0,2,1,0,1,14,2018,2,18,2,0,0,0,85,0,0
INN10318,2,0,1,1,1,0,1,275,2018,6,4,1,0,0,0,62.8,0,0
INN14595,2,0,2,3,1,0,1,192,2017,9,25,1,0,0,0,19.15,0,0
INN19840,2,0,0,3,1,0,1,304,2018,11,3,1,0,0,0,89,0,0
INN08490,2,0,0,3,1,0,1,276,2018,9,22,1,0,0,0,95,0,0
INN12991,1,0,1,2,1,0,1,180,2018,10,10,1,0,0,0,120,1,0
INN01867,2,1,1,1,2,0,1,158,2018,12,24,2,0,0,0,79.2,1,0
INN28311,2,2,1,0,3,0,6,119,2018,7,11,2,0,0,0,264.1,0,0
INN36164,1,0,6,13,1,0,4,102,2018,5,15,2,0,0,0,132.6,1,0
INN17212,2,0,0,2,3,0,1,346,2018,9,13,1,0,0,0,115,1,0
INN04137,2,0,1,4,1,0,1,181,2017,7,1,2,0,0,0,76.5,0,0
INN14761,2,0,1,2,1,0,1,106,2018,10,7,2,0,0,0,118.8,1,0
INN25385,2,1,1,2,1,0,1,187,2018,8,12,2,0,0,0,121.5,1,0
INN16615,2,0,2,4,1,0,1,222,2018,8,28,2,0,0,0,100.58,1,0
INN35401,2,0,0,1,1,0,1,5,2018,7,16,2,0,0,0,151,0,0
INN31104,2,0,2,4,1,0,5,70,2018,3,27,2,0,0,0,86.4,0,0
INN11960,2,0,1,3,1,0,4,45,2018,10,3,2,0,0,0,111.6,0,0
INN04591,2,0,0,2,1,0,1,177,2018,6,3,2,0,0,0,100,0,0
INN06368,2,0,1,1,2,0,1,37,2018,2,27,2,0,0,0,69.3,1,0
INN25833,2,0,1,3,1,0,1,287,2018,9,29,2,0,0,0,100.3,0,0
INN07847,2,2,2,2,1,1,6,192,2018,7,16,2,0,0,0,176.95,1,0
INN04139,3,0,1,2,1,0,4,250,2018,10,24,2,0,0,0,128.7,1,0
INN30950,2,0,2,1,1,0,1,116,2018,2,28,1,0,0,0,70,0,0
INN36138,2,0,2,2,1,0,1,40,2018,10,16,1,0,0,0,85.5,0,0
INN19238,0,2,0,2,1,0,2,9,2018,5,18,2,0,0,0,119.5,0,0
INN25042,2,2,1,2,3,0,6,142,2018,8,5,2,0,0,0,243.6,0,0
INN06120,2,0,0,3,1,0,1,274,2018,8,9,2,0,0,0,107,2,0
INN09599,2,0,1,2,1,0,1,280,2018,9,19,1,0,0,0,110,0,0
INN12798,2,0,2,5,1,0,1,157,2018,10,22,2,0,0,0,102.86,2,0
INN22614,2,0,2,0,3,0,1,386,2018,10,23,1,0,0,0,115,1,0
INN24689,2,1,1,1,1,0,1,38,2018,5,30,2,0,0,0,170.1,0,0
INN34525,2,0,1,2,1,0,1,191,2018,6,3,1,0,0,0,132,0,0
INN29550,2,0,1,0,1,0,1,163,2018,8,1,2,0,0,0,105.3,2,0
INN02851,2,0,0,2,1,0,1,19,2018,6,22,3,0,0,0,100,0,0
INN26433,2,0,0,4,1,0,1,45,2018,4,26,2,0,0,0,104.98,0,0
INN30891,2,0,2,2,3,0,1,169,2018,4,22,1,0,0,0,106,0,0
INN34744,2,0,1,2,2,0,1,88,2018,6,10,2,0,0,0,116.1,0,0
INN21840,2,0,0,3,2,0,1,135,2018,6,9,2,0,0,0,116.1,0,0
INN22991,2,0,0,1,1,0,1,95,2018,5,7,2,0,0,0,126.9,0,0
INN31676,2,0,1,3,2,0,1,83,2018,11,3,2,0,0,0,79.2,0,0
INN17463,2,0,1,1,2,0,1,6,2018,4,16,2,0,0,0,104,0,0
INN01008,2,0,0,2,1,0,1,8,2018,2,5,2,0,0,0,91,1,0
INN25687,3,0,2,1,1,0,1,209,2018,8,7,2,0,0,0,127.8,2,0
INN28596,2,0,1,4,1,0,1,135,2018,5,9,2,0,0,0,79.72,1,0
INN01224,1,0,2,3,1,0,4,164,2018,9,17,2,0,0,0,108.11,1,0
INN29809,2,0,1,3,1,0,4,99,2018,5,23,2,0,0,0,132.6,0,0
INN17450,1,0,1,4,2,0,1,13,2018,10,31,2,0,0,0,92,0,0
INN07015,2,0,2,1,2,0,1,38,2018,2,13,2,0,0,0,67.5,0,0
INN32533,2,0,0,1,2,0,1,126,2018,11,4,2,0,0,0,79.2,1,0
INN03633,2,0,0,3,1,0,1,213,2018,6,7,2,0,0,0,130,0,0
INN09842,1,0,0,2,1,0,1,188,2018,6,15,1,0,0,0,130,0,0
INN18570,2,0,0,4,1,1,2,232,2018,7,12,2,0,0,0,105.25,1,0
INN24614,2,0,0,5,1,0,1,120,2017,7,14,2,0,0,0,76.5,1,0
INN08852,2,0,0,2,1,0,1,177,2018,6,3,1,0,0,0,100,0,0
INN03918,2,0,0,4,1,0,2,204,2018,7,12,2,0,0,0,81.81,0,0
INN15515,2,0,2,1,1,0,4,28,2018,3,5,2,0,0,0,105.8,0,0
INN09131,2,0,1,0,2,0,1,49,2018,7,11,2,0,0,0,93.15,0,0
INN31735,2,0,0,2,1,0,1,301,2018,11,18,1,0,0,0,52,0,0
INN01429,1,0,0,1,1,0,1,59,2018,4,19,2,0,0,0,85.5,0,0
INN19430,2,1,4,8,1,0,1,171,2018,7,15,2,0,0,0,110.5,2,0
INN24986,2,0,0,2,1,0,1,245,2018,6,17,1,0,0,0,75,0,0
INN20033,2,0,0,4,1,0,1,36,2018,8,30,2,0,0,0,109.8,0,0
INN04410,2,0,1,1,1,0,4,267,2018,10,1,2,0,0,0,115.2,0,0
INN35588,2,0,1,2,1,0,1,20,2017,9,25,1,0,0,0,160,0,0
INN15842,2,0,1,3,2,0,1,32,2018,8,29,2,0,0,0,101.03,1,0
INN00795,2,0,1,1,3,0,1,301,2018,7,30,2,0,0,0,115,1,0
INN33556,2,1,2,5,1,0,4,186,2018,8,3,2,0,0,0,112.2,1,0
INN08461,2,2,2,4,1,0,6,95,2018,10,29,2,0,0,0,156.45,1,0
INN16171,2,0,0,2,3,0,1,377,2018,10,14,1,0,0,0,115,1,0
INN33266,2,0,1,3,1,0,1,100,2018,9,1,2,0,0,0,129.6,0,0
INN16462,2,0,2,1,3,0,1,96,2017,7,11,1,0,0,0,94.5,0,0
INN11869,2,0,0,4,1,0,1,131,2018,8,2,2,0,0,0,105.3,0,0
INN14013,2,0,0,3,1,0,4,213,2018,9,8,2,0,0,0,117.11,1,0
INN22791,2,0,2,3,1,0,2,62,2018,2,18,2,0,0,0,65.66,0,0
INN21036,2,0,0,2,1,0,1,154,2018,8,24,2,0,0,0,100.8,0,0
INN16289,2,0,2,1,2,0,1,73,2018,4,3,2,0,0,0,76.5,0,0
INN34665,2,0,1,3,1,0,1,265,2018,12,26,2,0,0,0,73.95,0,0
INN24673,2,0,1,3,3,0,4,49,2018,9,19,2,0,0,0,192.6,1,0
INN13889,1,1,3,9,2,0,1,223,2018,8,31,2,0,0,0,86.2,0,0
INN02557,2,0,0,3,1,0,4,313,2018,12,1,2,0,0,0,91.8,1,0
INN07275,2,0,1,2,3,0,1,418,2018,9,26,2,0,0,0,107,0,0
INN18053,1,0,0,1,1,0,4,20,2018,6,7,2,0,0,0,156,0,0
INN27035,2,0,0,2,2,0,1,222,2018,8,12,2,0,0,0,85.5,1,0
INN19295,1,0,1,2,1,0,1,180,2018,10,10,1,0,0,0,120,0,0
INN16204,2,0,0,2,1,0,1,263,2018,10,21,1,0,0,0,110,0,0
INN19925,3,0,0,3,1,0,4,143,2018,10,6,2,0,0,0,151.2,1,0
INN12758,2,0,1,4,1,0,1,90,2018,3,7,2,0,0,0,73.95,0,0
INN27247,2,0,2,5,1,0,1,277,2018,9,5,1,0,0,0,80,0,0
INN24004,2,0,0,5,1,0,1,230,2018,9,6,1,0,0,0,137,1,0
INN02609,2,0,1,1,3,0,1,145,2018,10,22,2,0,0,0,153,0,0
INN16582,2,0,1,1,2,0,1,22,2018,3,21,2,0,0,0,129,0,0
INN02725,3,0,2,3,1,0,4,95,2018,5,22,2,0,0,0,141.32,1,0
INN11752,2,0,1,2,1,0,1,305,2018,11,4,1,0,0,0,89,0,0
INN22969,2,0,0,4,1,0,1,270,2018,4,20,1,0,0,0,62.8,0,0
INN27205,2,0,0,3,1,0,4,80,2018,10,6,2,0,0,0,119.07,0,0
INN11072,2,0,0,2,1,0,1,10,2018,2,9,2,0,0,0,93,1,0
INN34641,2,0,1,2,1,0,1,78,2018,3,25,1,0,0,0,100,0,0
INN08223,3,0,1,4,1,0,6,217,2018,8,8,2,0,0,0,158.95,2,0
INN12391,2,0,2,2,2,0,1,110,2018,4,9,2,0,0,0,76.5,1,0
INN24574,2,0,1,2,3,0,1,161,2018,3,25,1,0,0,0,130,0,0
INN19972,2,1,1,2,1,0,1,149,2018,8,12,2,0,0,0,130.5,0,0
INN12100,2,0,1,3,3,0,1,210,2017,10,8,1,0,0,0,86,0,0
INN15967,2,0,0,1,2,0,1,115,2018,10,13,2,0,0,0,108,0,0
INN09976,2,0,2,3,1,0,1,303,2018,8,19,1,0,0,0,78,0,0
INN10382,2,0,2,3,1,0,1,290,2018,10,20,2,0,0,0,90.95,0,0
INN25557,2,0,0,3,1,0,1,304,2018,11,3,1,0,0,0,89,0,0
INN15451,2,2,2,5,3,0,6,32,2018,4,16,2,0,0,0,228.6,0,0
INN06095,2,0,0,2,1,0,1,317,2018,9,15,2,0,0,0,120,0,0
INN22922,2,0,2,3,1,0,4,256,2018,10,16,2,0,0,0,103.7,0,0
INN28804,2,0,0,4,2,0,1,97,2018,5,18,2,0,0,0,130.9,0,0
INN21646,2,0,0,2,2,0,1,77,2018,6,17,2,0,0,0,116.1,0,0
INN07688,1,2,0,2,1,0,6,17,2018,5,13,2,0,0,0,198.9,1,0
INN35782,2,0,0,3,1,0,1,190,2018,11,3,2,0,0,0,90.9,0,0
INN32042,2,0,1,0,2,0,1,50,2018,2,29,2,0,0,0,76.5,0,0
INN25006,1,0,0,3,1,0,1,166,2018,11,1,1,0,0,0,110,0,0
INN00488,2,2,0,1,1,0,2,16,2018,3,8,2,0,0,0,83.03,0,0
INN17297,2,0,2,2,1,0,4,59,2018,3,13,2,0,0,0,82.45,0,0
INN21381,3,0,2,3,1,0,4,49,2018,6,19,2,0,0,0,137.7,0,0
INN30404,3,0,0,4,1,0,4,175,2018,8,2,2,0,0,0,130.05,1,0
INN08224,2,0,0,1,1,0,1,9,2018,2,24,2,0,0,0,70.07,0,0
INN25185,2,0,0,2,1,0,1,69,2018,4,27,2,0,0,0,105.3,0,0
INN00389,2,2,0,1,1,0,6,0,2018,5,14,2,0,0,0,221,0,0
INN10754,2,2,0,3,1,0,6,26,2018,5,19,2,0,0,0,221,0,0
INN27782,2,0,1,0,2,0,1,0,2017,8,10,2,0,0,0,75,0,0
INN23560,2,0,1,1,1,0,1,275,2018,6,4,1,0,0,0,62.8,0,0
INN13229,2,0,0,2,2,0,1,220,2018,9,2,2,0,0,0,85.5,0,0
INN19386,1,0,2,0,1,0,1,80,2018,4,3,2,0,0,0,81.9,0,0
INN15840,2,0,0,1,1,0,1,162,2018,8,27,2,0,0,0,96.3,0,0
INN23547,1,0,0,1,1,0,1,10,2018,11,10,2,0,0,0,120,0,0
INN07506,2,0,1,3,1,0,1,90,2018,5,12,2,0,0,0,119.85,0,0
INN15317,2,1,2,0,1,0,1,143,2018,6,26,2,0,0,0,118.65,1,0
INN31688,2,0,0,2,3,0,1,265,2018,6,24,1,0,0,0,115,1,0
INN24696,3,0,2,3,3,0,4,165,2018,8,19,2,0,0,0,180.2,0,0
INN05941,2,0,0,3,1,0,4,81,2018,9,8,2,0,0,0,149.4,1,0
INN21806,2,0,0,2,2,0,1,15,2018,2,12,2,0,0,0,79,0,0
INN20707,2,0,2,2,2,0,1,208,2018,7,30,2,0,0,0,80.75,0,0
INN24327,2,0,2,0,2,0,1,56,2018,4,17,2,0,0,0,90,0,0
INN28685,1,0,2,3,1,0,1,16,2018,11,25,2,0,0,0,58.45,1,0
INN19153,2,0,0,2,3,0,1,320,2018,8,18,1,0,0,0,115,1,0
INN03731,2,0,2,2,1,0,1,240,2018,9,3,2,0,0,0,95.63,1,0
INN04112,2,0,0,3,1,0,1,433,2018,9,8,2,0,0,0,70,0,0
INN20428,2,0,0,2,1,0,1,35,2018,12,20,2,0,0,0,93.6,0,0
INN16133,2,0,2,5,1,0,1,167,2018,7,23,2,0,0,0,99.45,0,0
INN24794,1,0,0,3,1,0,1,166,2018,11,1,1,0,0,0,110,0,0
INN28449,2,0,0,1,1,0,1,179,2018,7,1,2,0,0,0,96.3,1,0
INN34430,1,0,0,1,2,0,1,7,2018,9,20,2,0,0,0,129,1,0
INN34839,2,0,2,5,1,0,1,189,2018,8,6,2,0,0,0,99.45,1,0
INN12974,2,0,2,2,1,0,4,187,2018,10,1,2,0,0,0,122.4,1,0
INN22559,2,0,0,4,2,0,1,57,2018,3,30,2,0,0,0,76.76,0,0
INN11012,2,0,1,2,3,0,1,161,2018,3,25,1,0,0,0,130,0,0
INN09818,2,0,2,1,1,0,1,166,2018,8,27,2,0,0,0,96.3,0,0
INN26879,1,0,0,2,1,0,1,188,2018,6,15,1,0,0,0,130,0,0
INN10810,2,0,0,3,1,0,1,304,2018,11,3,1,0,0,0,89,0,0
INN25639,3,0,1,1,1,0,4,59,2018,9,24,2,0,0,0,168.3,0,0
INN35924,2,1,2,2,1,0,1,173,2018,7,31,2,0,0,0,114.75,2,0
INN14863,2,0,0,3,1,0,4,127,2018,10,12,2,0,0,0,132.3,2,0
INN12811,2,0,0,2,1,0,1,211,2018,5,20,1,0,0,0,100,0,0
INN09433,2,0,0,2,1,0,4,41,2018,6,17,2,0,0,0,142.2,0,0
INN12026,2,0,0,1,1,0,1,113,2018,12,8,2,0,0,0,90,1,0
INN08991,2,0,2,2,1,0,4,75,2018,10,22,2,0,0,0,112.79,1,0
INN02088,2,0,0,3,1,0,1,259,2018,5,5,2,0,0,0,90,0,0
INN20382,3,0,1,2,1,0,1,159,2018,8,5,2,0,0,0,143.7,0,0
INN31705,2,0,2,3,1,0,1,152,2018,8,25,2,0,0,0,96.3,0,0
INN21090,2,1,1,4,1,0,1,63,2017,11,9,2,0,0,0,91.63,2,0
INN27200,2,0,2,4,1,0,1,129,2018,8,6,2,0,0,0,114.3,0,0
INN06285,1,0,0,3,1,0,1,52,2018,11,9,2,0,0,0,125.99,1,0
INN04215,2,0,0,1,1,0,1,73,2018,5,7,2,0,0,0,126.9,0,0
INN29867,1,0,1,4,1,0,4,144,2018,5,25,2,0,0,0,92.55,0,0
INN24632,2,0,0,4,1,0,1,280,2018,11,16,2,0,0,0,73.95,1,0
INN05128,3,0,2,1,1,0,1,144,2018,7,23,2,0,0,0,137.7,0,0
INN33950,2,0,0,3,1,0,4,28,2017,12,31,2,0,0,0,130.33,0,0
INN13789,2,0,2,0,3,0,1,75,2018,10,30,1,0,0,0,105,0,0
INN15989,1,0,0,3,1,0,1,166,2018,11,1,1,0,0,0,110,0,0
INN09654,2,0,2,3,1,0,4,16,2018,4,8,2,0,0,0,131.2,0,0
INN33414,2,0,1,2,1,0,1,27,2018,8,22,2,0,0,0,151,1,0
INN17181,2,0,1,2,3,0,1,418,2018,9,26,1,0,0,0,107,0,0
INN05035,2,0,0,1,1,0,1,236,2017,10,3,2,0,0,0,89.25,0,0
INN11827,2,0,2,1,1,0,1,11,2018,8,13,2,0,0,0,151,1,0
INN22746,2,0,1,2,1,0,1,160,2018,8,22,2,0,0,0,114.5,0,0
INN26928,2,0,2,6,2,0,1,106,2018,4,26,2,0,0,0,86.06,0,0
INN20506,2,0,0,3,1,0,1,433,2018,9,8,1,0,0,0,70,0,0
INN29660,2,0,0,1,3,0,1,100,2017,10,16,1,0,0,0,108,0,0
INN13519,2,0,0,2,1,0,1,211,2018,5,20,1,0,0,0,100,0,0
INN02682,2,0,2,1,3,0,1,117,2017,8,1,2,0,0,0,94.5,0,0
INN17244,1,0,1,2,1,0,1,154,2018,10,7,2,0,0,0,113.4,0,0
INN27709,2,0,0,1,3,0,1,219,2017,9,4,1,0,0,0,108,0,0
INN01190,2,0,0,2,3,0,1,102,2017,10,16,2,0,0,0,101.5,0,0
INN09378,2,0,0,1,1,0,1,105,2018,4,6,1,0,0,0,75,0,0
INN34201,2,1,2,5,3,0,1,184,2018,8,2,2,0,0,0,173.25,1,0
INN11920,2,0,0,2,3,0,1,346,2018,9,13,1,0,0,0,115,1,0
INN24813,2,2,2,3,1,0,6,38,2018,9,11,2,0,0,0,207.9,1,0
INN30750,2,0,1,1,3,0,1,66,2018,3,5,2,0,0,0,126,0,0
INN36233,2,0,0,3,2,0,1,181,2018,8,16,2,0,0,0,94.5,1,0
INN10582,2,2,2,3,3,0,6,12,2018,2,14,2,0,0,0,230,0,0
INN26731,2,0,2,1,3,0,1,122,2018,3,27,1,0,0,0,107,1,0
INN04406,2,0,0,3,2,0,2,211,2018,5,31,2,0,0,0,68.69,0,0
INN05220,1,0,0,1,1,0,1,14,2018,11,3,2,0,0,0,112,1,0
INN09645,2,0,0,3,2,0,1,58,2018,12,15,2,0,0,0,79.2,0,0
INN28152,2,0,2,1,1,0,4,32,2018,9,11,2,0,0,0,149.4,0,0
INN23967,2,0,0,1,2,0,1,58,2018,9,8,2,0,0,0,125.1,0,0
INN16316,1,0,2,2,1,0,1,162,2018,10,14,1,0,0,0,115,0,0
INN12572,2,0,0,1,1,0,1,112,2018,9,8,2,0,0,0,129.6,0,0
INN11153,2,0,0,4,1,0,1,224,2018,9,14,2,0,0,0,119.85,1,0
INN15672,2,0,0,2,1,0,1,26,2018,12,16,2,0,0,0,104,0,0
INN09228,2,0,1,3,1,0,1,222,2018,9,29,2,0,0,0,111.35,2,0
INN00601,2,0,0,2,2,0,1,6,2018,2,26,2,0,0,0,79,0,0
INN00832,2,0,2,3,1,0,1,268,2018,4,8,2,0,0,0,78,0,0
INN10237,2,2,2,2,3,0,6,151,2018,8,28,2,0,0,0,226.35,2,0
INN35241,2,0,0,2,2,0,1,25,2018,9,8,2,0,0,0,139,0,0
INN00758,2,0,1,1,1,0,1,174,2017,10,10,2,0,0,0,70,0,0
INN06851,2,0,2,1,3,0,1,138,2017,8,22,2,0,0,0,94.5,0,0
INN28516,2,0,3,7,1,0,1,9,2018,2,12,2,0,0,0,91,0,0
INN05594,2,0,0,3,2,0,1,124,2018,5,5,2,0,0,0,94.5,1,0
INN18476,2,0,0,4,1,0,1,153,2018,10,19,1,0,0,0,89.76,0,0
INN30342,2,2,0,4,1,0,6,184,2018,10,25,2,0,0,0,162.9,1,0
INN17929,2,0,1,2,1,0,4,29,2018,4,29,2,0,0,0,145.6,0,0
INN13796,2,0,1,3,1,0,1,57,2018,6,20,2,0,0,0,94.5,0,0
INN00307,2,0,0,2,1,0,1,61,2018,3,23,2,0,0,0,117,0,0
INN01030,2,0,0,4,1,0,1,244,2018,8,2,2,0,0,0,90.95,0,0
INN13302,2,0,1,3,1,0,1,189,2018,8,8,1,0,0,0,72.25,0,0
INN08242,1,0,0,1,1,0,1,41,2018,3,15,2,0,0,0,76.5,0,0
INN27921,3,0,2,1,1,0,4,80,2018,10,16,2,0,0,0,151.2,1,0
INN13082,2,0,0,2,1,0,1,263,2018,10,21,1,0,0,0,110,0,0
INN18202,2,2,1,4,1,0,6,79,2018,5,2,2,0,0,0,187.85,0,0
INN30909,1,0,0,3,2,0,1,77,2018,6,16,2,0,0,0,125.1,0,0
INN12121,1,0,0,2,3,0,1,102,2017,10,16,1,0,0,0,80,0,0
INN25571,3,0,1,4,1,0,1,114,2017,12,28,2,0,0,0,109.8,2,0
INN25597,3,0,2,6,1,0,4,150,2018,6,30,2,0,0,0,126.86,1,0
INN18008,2,0,2,6,1,0,1,195,2018,9,3,2,0,0,0,109.23,0,0
INN33156,2,0,2,0,3,0,1,386,2018,10,23,1,0,0,0,115,1,0
INN11349,2,0,1,2,1,0,4,189,2018,10,28,2,0,0,0,109.8,0,0
INN25945,1,0,1,0,1,0,1,111,2018,10,10,1,0,0,0,120,0,0
INN28605,2,0,0,1,1,0,1,105,2018,4,6,1,0,0,0,75,0,0
INN00630,2,0,1,2,1,0,1,101,2018,4,4,2,0,0,0,80,0,0
INN35089,2,1,2,3,1,0,1,92,2018,8,20,2,0,0,0,134.1,1,0
INN26965,2,0,2,2,1,0,1,160,2018,4,17,2,0,0,0,107,1,0
INN13666,2,0,0,3,1,0,1,5,2018,3,8,2,0,0,0,101,0,0
INN10792,1,0,1,0,1,0,5,111,2018,10,10,1,0,0,0,120,0,0
INN27964,2,0,2,2,1,0,1,99,2017,10,30,1,0,0,0,65,0,0
INN32315,2,0,0,2,1,0,1,95,2017,11,27,2,0,0,0,72.25,1,0
INN21642,2,0,1,1,1,0,4,66,2018,10,3,2,0,0,0,119.07,1,0
INN04772,2,0,0,2,3,0,1,377,2018,10,14,2,0,0,0,115,1,0
INN20172,2,1,0,3,1,0,1,184,2018,10,4,2,0,0,0,125.1,0,0
INN13800,2,0,2,0,3,0,1,386,2018,10,23,1,0,0,0,115,1,0
INN33630,2,0,1,5,2,0,1,20,2018,7,4,2,0,0,0,139,0,0
INN20779,2,0,0,4,1,0,1,228,2018,10,5,2,0,0,0,102.85,1,0
INN22554,2,0,0,2,1,0,1,122,2018,4,15,1,0,0,0,85,0,0
INN24995,2,0,1,2,1,0,1,168,2018,4,22,1,0,0,0,85,0,0
INN10768,2,0,1,3,1,0,1,24,2018,4,11,2,0,0,0,108.5,0,0
INN08105,2,0,1,3,1,0,1,39,2018,11,7,2,0,0,0,147.6,0,0
INN31639,2,0,1,2,1,0,1,193,2018,6,20,1,0,0,0,120,0,0
INN27669,2,2,2,5,1,0,6,296,2018,7,24,2,0,0,0,158.4,0,0
INN06247,2,0,3,6,2,0,1,314,2018,12,26,2,0,0,0,68.66,0,0
INN06880,2,0,0,2,2,0,1,6,2018,3,22,2,0,0,0,89,0,0
INN17920,2,0,0,2,1,0,1,242,2018,8,19,2,0,0,0,96.3,1,0
